t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
6.830000000000000000e+02,6.576612255176813449e+01,7.583455922871797483e+00,5.983207399271164206e+01,-1.649407363815306393e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.840000000000000000e+02,6.588351234618801300e+01,7.583455922871797483e+00,5.987745184502480811e+01,-1.577395421708593926e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.850000000000000000e+02,6.599775815088179343e+01,7.583455922871797483e+00,5.992282969733797415e+01,-1.508527469327976211e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.860000000000000000e+02,6.610899723018521001e+01,7.583455922871797483e+00,5.996820754965114020e+01,-1.442666242337725002e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.870000000000000000e+02,6.564816663594410784e+01,7.293394714465419426e+00,6.001184973490028085e+01,-1.657077813421598211e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.741100000000000136e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.880000000000000000e+02,6.576415564962645988e+01,7.293394714465419426e+00,6.005549192014942150e+01,-1.584730984988379277e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.741100000000000136e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.890000000000000000e+02,6.568921064002539367e+01,7.197704418908688062e+00,6.009856151420218140e+01,-1.607055293085476455e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.744299999999999784e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+02,6.523324889553558137e+01,6.907643210502310893e+00,6.013989544119090880e+01,-1.814289756157632327e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.753999999999999915e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.910000000000000000e+02,6.478459919195533701e+01,6.617582002095932836e+00,6.017949370111561080e+01,-2.012476511256211520e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.763700000000000045e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.920000000000000000e+02,6.491206073247342090e+01,6.617582002095932836e+00,6.021909196104031281e+01,-1.924613230662825636e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.763700000000000045e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.930000000000000000e+02,6.484791081253933953e+01,6.521891706539201472e+00,6.025811762976863406e+01,-1.932098523768506437e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.766899999999999693e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.940000000000000000e+02,6.515906592925657037e+01,6.617582002095932836e+00,6.029771588969333607e+01,-1.756231962532701196e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.763700000000000045e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.950000000000000000e+02,6.527534001662472463e+01,6.617582002095932836e+00,6.033731414961803807e+01,-1.679556135089248281e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.763700000000000045e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.960000000000000000e+02,6.463129686009109776e+01,6.231830498132824303e+00,6.037460415128232682e+01,-1.975137789324050264e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.776599999999999824e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.970000000000000000e+02,6.456704454787792713e+01,6.136140202576071623e+00,6.041132156175023482e+01,-1.980417216448370432e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.779800000000000182e+01,5.000000000000000000e+01,0.000000000000000000e+00
